jawOpen,mouthClose,mouthFunnel,mouthPucker,mouthRight,mouthLeft,mouthSmileRight,mouthSmileLeft,mouthFrownRight,mouthFrownLeft,mouthDimpleRight,mouthDimpleLeft,mouthStretchRight,mouthStretchLeft,mouthRollLower,mouthRollUpper,mouthShrugLower,mouthShrugUpper,mouthPressRight,mouthPressLeft,mouthLowerDownRight,mouthLowerDownLeft,mouthUpperUpRight
0.13852717,0.08027821,0.23826921,0.16203798,0.0067848642,0.0054378663,0.114914715,0.08801901,0.0049522673,0.0067797494,0.055916846,0.052768692,0.19212863,0.20076306,0.064651154,0.12880975,0.06005412,0.113872744,0.022664232,0.017529592,0.22539581,0.22461541,0.04362821
0.14311115,0.07907566,0.23621544,0.16167822,0.005967922,0.0058490667,0.117251776,0.09212628,0.002402423,0.0036127365,0.055634078,0.053206936,0.19102429,0.20059937,0.062054064,0.12726688,0.05933881,0.116065845,0.022902243,0.017484218,0.22932754,0.23039682,0.04410549
0.14891878,0.081109196,0.23544969,0.16066572,0.005652487,0.0061280993,0.11675644,0.09185833,0.0015186191,0.002060714,0.054283638,0.05180244,0.19074993,0.20155843,0.060274653,0.12662393,0.058002833,0.11728795,0.023100203,0.01755104,0.2368739,0.23866826,0.042877957
0.16494456,0.08735351,0.241814,0.1511565,0.00623642,0.0064980956,0.12649897,0.099358864,0.0023249877,0.0016342511,0.055461794,0.05305437,0.2022917,0.21134564,0.063382596,0.13267958,0.05631507,0.12466478,0.02226197,0.017156392,0.25531062,0.25546739,0.042917274
0.2499726,0.11647458,0.2634358,0.11534924,0.0013622651,0.008825615,0.1646886,0.14861967,0.0032725853,5.1508658e-05,0.053919286,0.051966693,0.24169298,0.25511685,0.06413789,0.15049069,0.04726885,0.14384937,0.018821027,0.015174723,0.34892723,0.3500599,0.04688806
0.25910413,0.121472575,0.25547713,0.10278838,-0.0015545272,0.011400967,0.16311151,0.14835133,0.0026816877,-0.0012646021,0.05224944,0.05232581,0.24621987,0.26370394,0.0623722,0.15540634,0.042166747,0.15066989,0.019139891,0.015000976,0.35191327,0.35501498,0.04529946
0.252795,0.11803692,0.25379732,0.09209027,-0.0041580084,0.011844412,0.17183293,0.15784685,9.003561e-07,-0.0060278983,0.057016592,0.055561744,0.24012908,0.2586826,0.06466055,0.15975484,0.039172847,0.14160693,0.019013667,0.014501797,0.34427968,0.34498733,0.044447403
0.24958143,0.122832626,0.25609106,0.09760903,-2.3551285e-05,0.010224819,0.1643351,0.15208162,-0.0005444462,-0.0033263857,0.057841778,0.05611961,0.24123463,0.2557031,0.070346445,0.17043227,0.039422095,0.13081509,0.018517043,0.014558327,0.3376684,0.33856314,0.041670833
0.23039268,0.11347749,0.25259215,0.10375044,0.003830868,0.010251192,0.16614588,0.14910242,-0.00026290142,-0.0026060373,0.058856353,0.05617199,0.23436336,0.24840678,0.068370335,0.16537526,0.040558297,0.1302073,0.017683791,0.013636681,0.32095668,0.32140538,0.043946467
0.21723904,0.111077175,0.24830696,0.118414655,0.003833203,0.010765137,0.14084835,0.12415776,0.003580473,0.003790858,0.04986354,0.048179477,0.23666215,0.24648589,0.063344344,0.15164636,0.041921083,0.14200018,0.018101841,0.0139314085,0.30865723,0.31381148,0.042604502
0.2029265,0.12973496,0.30075625,0.20724793,0.0019876398,0.0072232345,0.05058485,0.036505077,0.027980262,0.042105194,0.03496693,0.034383137,0.23335378,0.2378995,0.08403442,0.16375473,0.0579581,0.1522165,0.023535533,0.017903062,0.25762883,0.26228812,0.03594492
0.21174532,0.13755104,0.30338454,0.19599424,-0.00040141674,0.007608379,0.04513005,0.032080825,0.030416042,0.043963995,0.034918245,0.035094786,0.2357893,0.24318421,0.089012235,0.17495446,0.05634842,0.14803162,0.025294885,0.019161861,0.26238614,0.26919687,0.034817692
0.22144543,0.14165169,0.30115545,0.18483159,-0.0024230573,0.008336981,0.041277573,0.028169952,0.03014235,0.042770606,0.03496393,0.036178615,0.24147019,0.2494461,0.08881341,0.17916255,0.054741297,0.15207449,0.026235068,0.019745426,0.26954353,0.27504486,0.03287063
0.24116154,0.14654887,0.29604268,0.18102045,-0.00049039855,0.007993697,0.04911594,0.034485582,0.025260147,0.038428314,0.033517893,0.033161364,0.24865556,0.25437534,0.08686415,0.17612736,0.050869577,0.16293995,0.024373766,0.018428318,0.29275343,0.29847366,0.031218255
0.24954593,0.14220046,0.28829625,0.16262431,0.00310724,0.008016655,0.06379609,0.045927685,0.02015616,0.030373976,0.04024727,0.03887609,0.25105485,0.25714478,0.08449709,0.17499837,0.049498316,0.16604233,0.024373028,0.018458527,0.30298346,0.31095248,0.031043049
0.2465553,0.13661398,0.27840507,0.15165044,0.0065214913,0.008504107,0.081554525,0.06114829,0.012794459,0.019664716,0.045190595,0.04390898,0.24687496,0.25179595,0.07657166,0.16402769,0.048196808,0.16466248,0.022950778,0.017669616,0.3055991,0.31355494,0.033381727
0.15003969,0.08685944,0.24660648,0.15689269,0.0048086667,0.005840557,0.10815778,0.08447858,0.005186456,0.007694938,0.05673876,0.054300103,0.19245462,0.20208749,0.069150195,0.13786621,0.06079971,0.11464451,0.024123356,0.018682344,0.22910194,0.23138517,0.041933514
0.14723694,0.08442733,0.24369617,0.15451275,0.005152306,0.0059891124,0.114035726,0.09028149,0.0044405344,0.006053217,0.057828568,0.054947764,0.19028133,0.19991648,0.06916355,0.13722844,0.061037827,0.11239956,0.024218932,0.018806133,0.2249103,0.22667143,0.042174727
0.1400801,0.08269175,0.24184054,0.1498407,0.005107959,0.005652004,0.11222793,0.08779636,0.0047735204,0.0065589095,0.0583398,0.055435967,0.19023968,0.19857068,0.069869414,0.13850527,0.06108105,0.110479705,0.023793824,0.018497216,0.22180617,0.22192512,0.04192743
0.13589622,0.08008187,0.24071929,0.15205465,0.006562371,0.004975918,0.11554274,0.091188915,0.0038655773,0.006197137,0.059148174,0.055291735,0.18681191,0.1949288,0.06917778,0.1363431,0.06159956,0.109304905,0.02373772,0.018555116,0.21735014,0.21993293,0.04346589
0.12816902,0.076547675,0.2400516,0.15612404,0.006697678,0.0048190844,0.11509837,0.09113416,0.0044876696,0.007645586,0.060818404,0.057788935,0.1793322,0.18881746,0.07007655,0.13359345,0.06352086,0.10352463,0.024099737,0.018768126,0.20891513,0.20911692,0.043208968
0.12255347,0.07262575,0.2387191,0.16300029,0.007497891,0.0047216774,0.1165929,0.090710916,0.002949169,0.005877866,0.060230665,0.05612568,0.17561853,0.18449672,0.067309566,0.1274934,0.065241694,0.105190344,0.024092464,0.018599931,0.20651944,0.20731568,0.04352484
0.15225495,0.08791022,0.25751707,0.18755957,0.010607833,0.003356486,0.09071841,0.06034196,0.010940202,0.018588813,0.04131192,0.038629025,0.22285101,0.21978728,0.06129034,0.1207097,0.06247269,0.15275407,0.022001302,0.017337875,0.23966184,0.24495947,0.04266094
0.14856105,0.083691806,0.25408658,0.18569657,0.010039237,0.0030181077,0.09399062,0.06321517,0.007945328,0.013969572,0.042169616,0.039175447,0.22374782,0.2195065,0.059135888,0.11671858,0.062703684,0.15523565,0.022428015,0.017636202,0.23929009,0.24373633,0.045078095
0.14394116,0.08067272,0.251722,0.18444729,0.009457918,0.0031434724,0.09890135,0.06557853,0.007965527,0.012886029,0.04127759,0.038668357,0.22306064,0.21879272,0.058116574,0.11472771,0.06351323,0.15573886,0.02246356,0.017654466,0.23856932,0.2430125,0.046072006
0.14453942,0.08157979,0.2529145,0.18356033,0.009872211,0.0031867872,0.09957294,0.06788907,0.0073287007,0.0125934975,0.04119284,0.03824502,0.22401758,0.22015975,0.058149938,0.11486847,0.06348498,0.15757471,0.022236813,0.017510153,0.24165364,0.24431029,0.045832667
0.1454941,0.08303249,0.2546019,0.19024815,0.011609334,0.002623618,0.09466095,0.06058237,0.008987992,0.015893282,0.038554866,0.035276968,0.2296929,0.2235552,0.058872644,0.11445043,0.063956894,0.16236022,0.021476122,0.017072003,0.24172418,0.24598008,0.04424086
0.14273648,0.07968601,0.24915975,0.1842429,0.012343088,0.002850248,0.10053826,0.06565305,0.006588098,0.012305129,0.042105965,0.03828839,0.22692549,0.22062773,0.05739683,0.112239905,0.06365106,0.15888299,0.021280672,0.017025523,0.24088722,0.24506143,0.04500865
0.20014206,0.12555,0.30226755,0.20717335,0.0033428178,0.006477622,0.05924805,0.040672343,0.0254417,0.039080482,0.036243,0.03582423,0.2377853,0.24005885,0.082400225,0.15713163,0.060076267,0.15698074,0.022167802,0.016982257,0.26688904,0.27505726,0.0363806
0.19798021,0.1203903,0.29455927,0.19534715,4.2531174e-05,0.00734554,0.0686608,0.053752113,0.018810531,0.027573414,0.039962616,0.03921557,0.22738574,0.23450308,0.07884735,0.15841037,0.057856765,0.14806066,0.022498636,0.017116424,0.26447538,0.27149805,0.040542644
0.20582998,0.12662806,0.2968264,0.18650262,-0.002479974,0.0077341087,0.07050855,0.05653096,0.018961806,0.027552318,0.042006772,0.04136717,0.2283503,0.23842147,0.08547617,0.16852029,0.057122245,0.14187191,0.023974424,0.018245598,0.2678502,0.27310804,0.040516604
0.20034447,0.1181636,0.2828845,0.17360328,-0.00021390291,0.0076290932,0.081683524,0.06446246,0.014081927,0.020219244,0.041485734,0.04142968,0.22893848,0.23775649,0.07794545,0.16172616,0.05606843,0.14338358,0.023477748,0.018114349,0.2738196,0.2783981,0.0398967
0.20818616,0.12242953,0.27893162,0.16943584,0.0012451188,0.007810063,0.08228306,0.061868265,0.014167153,0.020183403,0.039979395,0.038815565,0.23531245,0.24275218,0.07719371,0.15940031,0.053356953,0.14979942,0.0232114,0.017954467,0.28173107,0.28519684,0.037536994
0.22034003,0.1270002,0.281625,0.15686809,0.0034304305,0.0077067227,0.087059535,0.06718092,0.015225255,0.021219835,0.04186571,0.040713713,0.24545558,0.2505236,0.08081468,0.16634764,0.052326426,0.15688716,0.021651829,0.016956529,0.29409015,0.30194783,0.036452003
0.16852126,0.100162975,0.2638069,0.17520364,0.008715854,0.0045839828,0.08212048,0.056407485,0.014700631,0.023202188,0.04826725,0.04570686,0.22930405,0.22837503,0.07420025,0.14079463,0.06176809,0.1485302,0.023430664,0.018225465,0.24680164,0.25300983,0.03903494
0.17295271,0.101430476,0.26462203,0.17211342,0.0066183386,0.0056844717,0.083433576,0.06016378,0.012486085,0.019498639,0.046641443,0.044367697,0.23225224,0.23246412,0.07390324,0.14377558,0.060231943,0.14986256,0.023047922,0.017859569,0.25500238,0.26168767,0.04084106
0.17853019,0.10368248,0.26360357,0.1645026,0.0042372295,0.0066912924,0.08899781,0.06431189,0.013098175,0.018721053,0.04866128,0.04672052,0.23037085,0.2338012,0.07584374,0.1471078,0.059725378,0.14852679,0.024336996,0.01872381,0.2578988,0.26275617,0.0417705
0.19142638,0.107140444,0.2666546,0.16529149,0.004911256,0.006331145,0.08839984,0.065265015,0.010824483,0.017842503,0.047189333,0.04529849,0.23556189,0.23765253,0.07427513,0.146391,0.059644323,0.15428203,0.023898065,0.018438546,0.2727435,0.27923924,0.040596753
0.20846856,0.11407359,0.27252442,0.17107137,0.006710415,0.006311588,0.089826524,0.063687004,0.010477619,0.016734041,0.040020235,0.038001698,0.24809611,0.2491057,0.06914151,0.14235944,0.056386765,0.17005646,0.022252642,0.017529327,0.29422262,0.29975447,0.03997258
0.22170925,0.11664235,0.27006838,0.16509801,0.008123295,0.006986137,0.10364823,0.0753587,0.0073204185,0.010461543,0.037690356,0.035695396,0.25670126,0.25576857,0.063234404,0.13822037,0.052024197,0.17930874,0.01970716,0.01572796,0.31284606,0.31809387,0.040577546
0.15794718,0.09630043,0.26658687,0.17846887,0.0018973991,0.0064948234,0.0891912,0.06778859,0.010702903,0.015045269,0.044600084,0.044102676,0.20396005,0.21186051,0.06888707,0.13545388,0.05989413,0.13587667,0.023176335,0.017462378,0.23977742,0.24450739,0.04151368
0.15867947,0.09834019,0.26977643,0.1793984,-0.00045396702,0.0069228043,0.08460297,0.06416476,0.0113515975,0.015868524,0.043704085,0.04280914,0.20437492,0.21324535,0.071073934,0.13800429,0.06030777,0.13970678,0.024041934,0.017755643,0.24054934,0.24467869,0.04145136
0.16372824,0.10045916,0.27607465,0.17972657,-0.0007679893,0.0074826553,0.08987678,0.06985238,0.011518456,0.014974639,0.045622095,0.045170233,0.2055475,0.21517089,0.074246526,0.14273669,0.060681805,0.14228022,0.023656847,0.018038664,0.24682824,0.2504984,0.041366924
0.16493933,0.09629692,0.27774432,0.18350525,0.00020070095,0.007462812,0.094727285,0.073440365,0.008808231,0.010795977,0.04360615,0.04232241,0.20440249,0.21463074,0.07107078,0.13610156,0.06143615,0.14960375,0.024028677,0.017859709,0.2533409,0.26069984,0.042796828
0.15787801,0.09408074,0.27699924,0.19217743,0.0016663942,0.0072432235,0.09075851,0.068406284,0.008272016,0.011294878,0.042346854,0.04145734,0.20392378,0.21374342,0.06902633,0.12982707,0.0634677,0.15392452,0.023264699,0.017639343,0.25042778,0.2564812,0.0431555
0.15161696,0.090342514,0.27967277,0.20850061,0.004019768,0.006151846,0.09412822,0.06628937,0.0065470356,0.010447076,0.039800655,0.03784873,0.20474838,0.21036503,0.06434769,0.12073863,0.06552384,0.1606871,0.022847401,0.017486941,0.2471112,0.25289804,0.044645958
0.16062322,0.09795505,0.25109017,0.15229061,0.0054669837,0.006122442,0.09638274,0.07584006,0.011475046,0.017072545,0.05765596,0.055762254,0.20340616,0.21217254,0.07887114,0.15435316,0.058915593,0.112599134,0.023404144,0.018086856,0.23283066,0.23610649,0.038525864
0.16545838,0.102695934,0.2539783,0.14995137,0.0037262512,0.0069461465,0.08959003,0.071370475,0.013120113,0.018967604,0.05616612,0.054026976,0.20611289,0.21619812,0.08237448,0.16183147,0.0576826,0.111802876,0.023599183,0.017974015,0.23424517,0.23605324,0.0369235
0.17003931,0.10335397,0.25044024,0.14216469,0.001967803,0.007626154,0.09560241,0.078783624,0.01048735,0.0140265515,0.056271527,0.054791354,0.20711453,0.21845026,0.08041448,0.16294044,0.055106595,0.1090209,0.023561165,0.017921658,0.24056138,0.24422956,0.038132023
0.17531627,0.10392284,0.25058112,0.13968451,0.0024256408,0.0076557365,0.09584964,0.07686963,0.00864517,0.012039796,0.054836303,0.05289217,0.21019831,0.22100854,0.08009128,0.16242725,0.054767314,0.11411535,0.023437908,0.017827094,0.2474221,0.25113797,0.037800934
0.18024492,0.10638674,0.2504946,0.13535216,0.0031648779,0.007857889,0.097944394,0.07778135,0.008153999,0.010988475,0.05304939,0.051563047,0.21583036,0.22576469,0.07815293,0.16154708,0.053223073,0.12010272,0.02286497,0.017476995,0.2557358,0.25909415,0.037111077
0.18196924,0.109218545,0.25473943,0.14592932,0.0040361574,0.007901338,0.09051267,0.07046319,0.01185737,0.016475616,0.048818886,0.046791375,0.22031613,0.2281483,0.07790659,0.15927511,0.053449865,0.1258323,0.022163173,0.016888242,0.2585229,0.26160827,0.035048645
0.17034368,0.086861104,0.24172173,0.14221005,0.0048787165,0.0074060685,0.14615606,0.12414435,0.0020950264,-0.0006083435,0.059568416,0.057381254,0.20130442,0.21251525,0.0631461,0.1342265,0.056425635,0.11943902,0.021391934,0.016545642,0.2662662,0.2663184,0.04541214
0.17412159,0.08833443,0.24188101,0.13568135,0.0044521634,0.0077373344,0.15072842,0.12822427,0.0007796725,-0.0025865484,0.06050782,0.05803539,0.20158514,0.21448034,0.06359763,0.1384217,0.054481823,0.12116059,0.021133114,0.01634541,0.27078158,0.27274492,0.045742564
0.17556433,0.0873319,0.23975536,0.12893432,0.004375804,0.008184748,0.16744466,0.14247964,-0.0008523259,-0.0063211326,0.062020395,0.059778936,0.20421204,0.21625778,0.06304746,0.13920128,0.052061453,0.11850919,0.02008192,0.015525777,0.27704746,0.27677846,0.046802383
0.17038402,0.086281136,0.24104403,0.13348278,0.006582152,0.0067821546,0.15894523,0.13516937,-0.0012515689,-0.0036549792,0.062044937,0.05913614,0.20262992,0.21247719,0.06444537,0.14234091,0.053190283,0.11191314,0.020188434,0.015588807,0.2678186,0.2696422,0.045489695
0.16730163,0.08295106,0.2377426,0.13266999,0.007569338,0.0062907077,0.16502233,0.13998498,-0.0017950855,-0.0041284566,0.061737742,0.058358993,0.20148548,0.21145736,0.06159567,0.13778335,0.05224713,0.11265129,0.020002563,0.015491527,0.27096587,0.26985458,0.046366196
0.16122502,0.08350269,0.2417518,0.14282893,0.007894273,0.0055985507,0.14478834,0.119551495,2.305233e-05,-0.00052594946,0.058673576,0.05611772,0.20039712,0.20916708,0.06333931,0.13547747,0.055035982,0.117220744,0.020827781,0.016109738,0.2589553,0.25888127,0.045316882
0.18335712,0.10050966,0.25787315,0.15027343,0.0037630815,0.0067517622,0.10980853,0.0895695,0.005810535,0.00821412,0.052040946,0.05013779,0.21144381,0.22213016,0.07091617,0.14603843,0.055112623,0.12813905,0.02173608,0.016954366,0.26380274,0.2668236,0.04291399
0.18718125,0.10152873,0.2544601,0.14192474,0.002957263,0.0074511995,0.11463705,0.09385052,0.004484095,0.0050252955,0.052340116,0.0509804,0.21120808,0.22382812,0.06974931,0.14715992,0.052812845,0.12771825,0.02156069,0.016722692,0.2696944,0.27153403,0.04307585
0.19574231,0.10707818,0.26024345,0.13622838,0.0018336356,0.008062899,0.116382465,0.096476614,0.004312009,0.003512493,0.051741626,0.049957257,0.21939687,0.23097177,0.07287449,0.15584262,0.05003094,0.13085426,0.020842427,0.016130105,0.2789934,0.28058773,0.042632524
0.18382534,0.10171919,0.25503427,0.1328813,0.0028629282,0.0074737156,0.11571396,0.097299404,0.0033040943,0.002582439,0.053614113,0.05218301,0.21377039,0.22445172,0.07275955,0.15480861,0.051455926,0.12564881,0.021030774,0.01629297,0.2671415,0.27001143,0.04297384
